,model_arch,train_type,layer,image,pred
0,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000124/0335_01.jpg,1.7491699692658762e-07
1,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04204238/n04204238_13354.JPEG,1.6128469819345448e-07
2,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04049303/n04049303_8331.JPEG,1.544522053840137e-07
3,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03218198/n03218198_1465.JPEG,1.5347715396980888e-07
4,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07614500/n07614500_43859.JPEG,1.5259197378771708e-07
5,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000096/0338_01.jpg,1.5020591607915219e-07
6,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03871628/n03871628_14677.JPEG,1.499817433590469e-07
7,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04252225/n04252225_14865.JPEG,1.481658208589698e-07
8,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n12144580/n12144580_39891.JPEG,1.476815151401036e-07
9,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n12267677/n12267677_8080.JPEG,1.460629452559966e-07
