,model_arch,train_type,layer,image,pred
0,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000467/0083_03.jpg,1.1273184582629941e-07
1,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02783161/n02783161_29282.JPEG,1.0936257606573781e-07
2,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000108/0282_01.jpg,1.0584156424514921e-07
3,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04259630/n04259630_22075.JPEG,1.0476264560205254e-07
4,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03527444/n03527444_11810.JPEG,1.0391235449161329e-07
5,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000342/0137_01.jpg,1.0305291086903294e-07
6,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000643/0167_01.jpg,1.030159915833824e-07
7,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000556/0226_01.jpg,1.0087676020597381e-07
8,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03485794/n03485794_35174.JPEG,1.0054409625382492e-07
9,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000198/0189_01.jpg,9.929861723424452e-08
