,model_arch,train_type,layer,image,pred
0,cornet_z_sl,imagenet_oneface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07920052/n07920052_7879.JPEG,7.842683148149546e-08
1,cornet_z_sl,imagenet_oneface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02910353/n02910353_11234.JPEG,7.750694344275708e-08
2,cornet_z_sl,imagenet_oneface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07873807/n07873807_153.JPEG,7.462658652049586e-08
3,cornet_z_sl,imagenet_oneface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02782093/n02782093_40414.JPEG,7.166162569460556e-08
4,cornet_z_sl,imagenet_oneface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03956157/n03956157_2271.JPEG,7.124574570919006e-08
5,cornet_z_sl,imagenet_oneface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02808304/n02808304_11473.JPEG,7.004274279036838e-08
6,cornet_z_sl,imagenet_oneface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03782006/n03782006_7693.JPEG,6.980262931445207e-08
7,cornet_z_sl,imagenet_oneface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03793489/n03793489_504.JPEG,6.978985480364472e-08
8,cornet_z_sl,imagenet_oneface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04560804/n04560804_11952.JPEG,6.934783857685665e-08
9,cornet_z_sl,imagenet_oneface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04447861/n04447861_2220.JPEG,6.913353909975242e-08
