,model_arch,train_type,layer,image,pred
0,cornet_z_sl,random,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04589890/n04589890_4720.JPEG,5.305415913127437e-08
1,cornet_z_sl,random,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02971356/n02971356_11387.JPEG,4.9675235956269776e-08
2,cornet_z_sl,random,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03476991/n03476991_15753.JPEG,4.955131759924403e-08
3,cornet_z_sl,random,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03924679/n03924679_4800.JPEG,4.8187278253778915e-08
4,cornet_z_sl,random,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03063599/n03063599_2179.JPEG,4.7906800203722e-08
5,cornet_z_sl,random,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04009552/n04009552_2608.JPEG,4.6458176181711855e-08
6,cornet_z_sl,random,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03337140/n03337140_20465.JPEG,4.483335779116986e-08
7,cornet_z_sl,random,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04550184/n04550184_62586.JPEG,4.4640948062901096e-08
8,cornet_z_sl,random,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07697537/n07697537_44894.JPEG,4.420560435252561e-08
9,cornet_z_sl,random,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000380/0251_01.jpg,4.416310150158718e-08
