,model_arch,train_type,layer,image,pred
0,cornet_z_sl,vggface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02783161/n02783161_32299.JPEG,3.1121125450240366e-07
1,cornet_z_sl,vggface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000551/0530_01.jpg,3.062883298536322e-07
2,cornet_z_sl,vggface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07749582/n07749582_8012.JPEG,3.019547068549449e-07
3,cornet_z_sl,vggface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04004767/n04004767_11507.JPEG,3.010899356306965e-07
4,cornet_z_sl,vggface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03447721/n03447721_21158.JPEG,3.0054661222222605e-07
5,cornet_z_sl,vggface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02782093/n02782093_226.JPEG,2.929786281211147e-07
6,cornet_z_sl,vggface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04517823/n04517823_9966.JPEG,2.923093676677613e-07
7,cornet_z_sl,vggface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02676566/n02676566_12691.JPEG,2.8836919352333006e-07
8,cornet_z_sl,vggface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02892201/n02892201_12980.JPEG,2.8795130841946333e-07
9,cornet_z_sl,vggface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000532/0467_01.jpg,2.850570420642953e-07
