,model_arch,train_type,layer,image,pred
0,cornet_z_sl,imagenet_oneface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02910353/n02910353_3692.JPEG,1.2803038092542586e-07
1,cornet_z_sl,imagenet_oneface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03796401/n03796401_1491.JPEG,1.2644023955989127e-07
2,cornet_z_sl,imagenet_oneface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03977966/n03977966_37677.JPEG,1.2240004737519917e-07
3,cornet_z_sl,imagenet_oneface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04146614/n04146614_2680.JPEG,1.2144600636433315e-07
4,cornet_z_sl,imagenet_oneface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02747177/n02747177_21073.JPEG,1.206626759157485e-07
5,cornet_z_sl,imagenet_oneface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03899768/n03899768_23924.JPEG,1.1771561644116896e-07
6,cornet_z_sl,imagenet_oneface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04613696/n04613696_1026.JPEG,1.1733842923227725e-07
7,cornet_z_sl,imagenet_oneface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03670208/n03670208_14417.JPEG,1.1703682758248431e-07
8,cornet_z_sl,imagenet_oneface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03047690/n03047690_14771.JPEG,1.1616101499861672e-07
9,cornet_z_sl,imagenet_oneface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03445924/n03445924_3010.JPEG,1.1563180147730733e-07
