,model_arch,train_type,layer,image,pred
0,cornet_z_sl,imagenet_vggface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03527444/n03527444_21892.JPEG,1.8029529429370332e-16
1,cornet_z_sl,imagenet_vggface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04004767/n04004767_10168.JPEG,1.7476567012959574e-16
2,cornet_z_sl,imagenet_vggface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04277352/n04277352_6442.JPEG,1.7463393697823906e-16
3,cornet_z_sl,imagenet_vggface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000273/0027_01.jpg,1.732768129944006e-16
4,cornet_z_sl,imagenet_vggface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04355338/n04355338_3453.JPEG,1.7270716311519132e-16
5,cornet_z_sl,imagenet_vggface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03584254/n03584254_109.JPEG,1.7200763188213568e-16
6,cornet_z_sl,imagenet_vggface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03814906/n03814906_40470.JPEG,1.709993045633173e-16
7,cornet_z_sl,imagenet_vggface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03100240/n03100240_17587.JPEG,1.68062346426152e-16
8,cornet_z_sl,imagenet_vggface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02776631/n02776631_75800.JPEG,1.6741876743642066e-16
9,cornet_z_sl,imagenet_vggface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07880968/n07880968_2389.JPEG,1.671365430276292e-16
