,model_arch,train_type,layer,image,pred
0,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03970156/n03970156_8250.JPEG,1.1923345349338096e-07
1,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02790996/n02790996_16973.JPEG,1.1898745975935252e-07
2,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03706229/n03706229_12849.JPEG,1.1709054209585947e-07
3,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04596742/n04596742_29406.JPEG,1.1565034279416327e-07
4,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04086273/n04086273_23294.JPEG,1.1302033031485683e-07
5,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02883205/n02883205_15035.JPEG,1.1240577950176104e-07
6,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03133878/n03133878_1013.JPEG,1.1024873171838736e-07
7,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03255030/n03255030_11287.JPEG,1.0937028613047578e-07
8,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000567/0031_01.jpg,1.0874049402402686e-07
9,cornet_z_sl,imagenet_vggface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03924679/n03924679_6522.JPEG,1.0818547076272029e-07
