,model_arch,train_type,layer,image,pred
0,cornet_z_sl,random,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03877845/n03877845_6407.JPEG,2.0724819574895344e-07
1,cornet_z_sl,random,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000173/0249_03.jpg,2.071852426169522e-07
2,cornet_z_sl,random,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000235/0017_01.jpg,2.069671992110756e-07
3,cornet_z_sl,random,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07684084/n07684084_36.JPEG,2.0594762475681126e-07
4,cornet_z_sl,random,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03866082/n03866082_2541.JPEG,2.0291426223516505e-07
5,cornet_z_sl,random,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000152/0317_01.jpg,2.0267814709211252e-07
6,cornet_z_sl,random,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03467068/n03467068_7426.JPEG,1.9938678765618796e-07
7,cornet_z_sl,random,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03595614/n03595614_10584.JPEG,1.9736040233936435e-07
8,cornet_z_sl,random,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000111/0204_01.jpg,1.9707897864863524e-07
9,cornet_z_sl,random,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04120489/n04120489_3893.JPEG,1.9672914113631147e-07
