,model_arch,train_type,layer,image,pred
0,cornet_z_sl,imagenet_noface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000597/0484_01.jpg,3.8180207886034106e-16
1,cornet_z_sl,imagenet_noface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02815834/n02815834_4075.JPEG,3.7201181825869775e-16
2,cornet_z_sl,imagenet_noface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03773504/n03773504_6320.JPEG,3.7170335215847677e-16
3,cornet_z_sl,imagenet_noface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000553/0117_01.jpg,3.710326950344643e-16
4,cornet_z_sl,imagenet_noface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000437/0182_01.jpg,3.697197695780296e-16
5,cornet_z_sl,imagenet_noface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04560804/n04560804_15176.JPEG,3.6435088010708746e-16
6,cornet_z_sl,imagenet_noface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000341/0347_01.jpg,3.5943431539067155e-16
7,cornet_z_sl,imagenet_noface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02892201/n02892201_31636.JPEG,3.5611281405096357e-16
8,cornet_z_sl,imagenet_noface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03532672/n03532672_63454.JPEG,3.5500757918070806e-16
9,cornet_z_sl,imagenet_noface,V4,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03063599/n03063599_3825.JPEG,3.487093109998912e-16
