,model_arch,train_type,layer,image,pred
0,cornet_z_sl,imagenet_noface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02963159/n02963159_10021.JPEG,1.153589640813379e-07
1,cornet_z_sl,imagenet_noface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07583066/n07583066_766.JPEG,1.1363999495938532e-07
2,cornet_z_sl,imagenet_noface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04254680/n04254680_466.JPEG,1.1318337426505377e-07
3,cornet_z_sl,imagenet_noface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02747177/n02747177_18974.JPEG,1.1161989242540818e-07
4,cornet_z_sl,imagenet_noface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07860988/n07860988_3170.JPEG,1.1161941635816202e-07
5,cornet_z_sl,imagenet_noface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04409515/n04409515_5966.JPEG,1.0990324149084742e-07
6,cornet_z_sl,imagenet_noface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07871810/n07871810_4169.JPEG,1.0929012981481622e-07
7,cornet_z_sl,imagenet_noface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02892201/n02892201_20198.JPEG,1.0857443267056915e-07
8,cornet_z_sl,imagenet_noface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02808304/n02808304_4251.JPEG,1.081209753641903e-07
9,cornet_z_sl,imagenet_noface,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04447861/n04447861_6603.JPEG,1.0807186143072813e-07
