,model_arch,train_type,layer,image,pred
0,cornet_z_sl,vggface,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000167/0407_01.jpg,2.154060915008431e-07
1,cornet_z_sl,vggface,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03982430/n03982430_22612.JPEG,2.140362853469536e-07
2,cornet_z_sl,vggface,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07614500/n07614500_33347.JPEG,2.1042755131731678e-07
3,cornet_z_sl,vggface,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000602/0317_01.jpg,2.0514181479635932e-07
4,cornet_z_sl,vggface,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07871810/n07871810_695.JPEG,2.037809405615278e-07
5,cornet_z_sl,vggface,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000475/0368_02.jpg,2.0326172384584698e-07
6,cornet_z_sl,vggface,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000308/0299_01.jpg,2.0207186105832053e-07
7,cornet_z_sl,vggface,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000314/0523_06.jpg,2.0109619277879894e-07
8,cornet_z_sl,vggface,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04069434/n04069434_9568.JPEG,2.010239038447758e-07
9,cornet_z_sl,vggface,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04584207/n04584207_10035.JPEG,1.9993459941212552e-07
