,model_arch,train_type,layer,image,pred
0,cornet_z_sl,random,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03782006/n03782006_6017.JPEG,5.1858924614890304e-08
1,cornet_z_sl,random,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03494278/n03494278_23168.JPEG,4.38785514081623e-08
2,cornet_z_sl,random,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04118538/n04118538_7298.JPEG,4.3740515665500415e-08
3,cornet_z_sl,random,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03814906/n03814906_21065.JPEG,4.172497760607311e-08
4,cornet_z_sl,random,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04099969/n04099969_17106.JPEG,4.126222159451233e-08
5,cornet_z_sl,random,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03691459/n03691459_61366.JPEG,4.0501098928904946e-08
6,cornet_z_sl,random,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02783161/n02783161_4868.JPEG,3.970773855640084e-08
7,cornet_z_sl,random,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04370456/n04370456_6209.JPEG,3.96815102177034e-08
8,cornet_z_sl,random,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02730930/n02730930_22813.JPEG,3.9391602609467084e-08
9,cornet_z_sl,random,aIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000131/0119_03.jpg,3.878212269163226e-08
