,model_arch,train_type,layer,image,pred
0,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000288/0266_01.jpg,2.1674451104924874e-08
1,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03457902/n03457902_31087.JPEG,2.1674451104921433e-08
2,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03459775/n03459775_21386.JPEG,2.1674451104921148e-08
3,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n10565667/n10565667_7436.JPEG,2.1674451104921128e-08
4,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04099969/n04099969_19000.JPEG,2.1674451104921115e-08
5,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04461696/n04461696_17625.JPEG,2.1674451104921075e-08
6,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03792972/n03792972_8634.JPEG,2.16744511049205e-08
7,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000188/0171_01.jpg,2.167445110492023e-08
8,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n12620546/n12620546_5608.JPEG,2.1674451104920017e-08
9,cornet_z_sl,vggface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03841143/n03841143_12246.JPEG,2.1674451104919878e-08
