,model_arch,train_type,layer,image,pred
0,cornet_z_sl,vggface_oneobject,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07565083/n07565083_9782.JPEG,4.072952692823866e-16
1,cornet_z_sl,vggface_oneobject,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03697007/n03697007_6412.JPEG,4.0041413122175003e-16
2,cornet_z_sl,vggface_oneobject,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04486054/n04486054_646.JPEG,3.8587607466332485e-16
3,cornet_z_sl,vggface_oneobject,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04423845/n04423845_19611.JPEG,3.857257291385578e-16
4,cornet_z_sl,vggface_oneobject,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02939185/n02939185_10006.JPEG,3.834717369575627e-16
5,cornet_z_sl,vggface_oneobject,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04429376/n04429376_881.JPEG,3.811314769703389e-16
6,cornet_z_sl,vggface_oneobject,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07565083/n07565083_9926.JPEG,3.7231535906111747e-16
7,cornet_z_sl,vggface_oneobject,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03146219/n03146219_179.JPEG,3.713625879030908e-16
8,cornet_z_sl,vggface_oneobject,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02788148/n02788148_4393.JPEG,3.6527643135081016e-16
9,cornet_z_sl,vggface_oneobject,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03743016/n03743016_4080.JPEG,3.6404163283485715e-16
