,model_arch,train_type,layer,image,pred
0,cornet_z_sl,imagenet_vggface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000002/0157_01.jpg,1.3148914623095147e-07
1,cornet_z_sl,imagenet_vggface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000002/0162_01.jpg,1.3148914623095147e-07
2,cornet_z_sl,imagenet_vggface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000002/0167_01.jpg,1.3148914623095147e-07
3,cornet_z_sl,imagenet_vggface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000002/0172_01.jpg,1.3148914623095147e-07
4,cornet_z_sl,imagenet_vggface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000002/0178_02.jpg,1.3148914623095147e-07
5,cornet_z_sl,imagenet_vggface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000002/0182_01.jpg,1.3148914623095147e-07
6,cornet_z_sl,imagenet_vggface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000002/0186_01.jpg,1.3148914623095147e-07
7,cornet_z_sl,imagenet_vggface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000002/0192_01.jpg,1.3148914623095147e-07
8,cornet_z_sl,imagenet_vggface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000002/0196_01.jpg,1.3148914623095147e-07
9,cornet_z_sl,imagenet_vggface,decoder,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000002/0202_02.jpg,1.3148914623095147e-07
