,model_arch,train_type,layer,image,pred
0,cornet_z_sl,vggface_oneobject,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000042/0103_01.jpg,2.4169931741381955e-07
1,cornet_z_sl,vggface_oneobject,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02859443/n02859443_47542.JPEG,2.364866769844077e-07
2,cornet_z_sl,vggface_oneobject,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n12768682/n12768682_21859.JPEG,2.3598210803945466e-07
3,cornet_z_sl,vggface_oneobject,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000213/0380_01.jpg,2.3340686430719469e-07
4,cornet_z_sl,vggface_oneobject,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07613480/n07613480_16784.JPEG,2.3205945006441761e-07
5,cornet_z_sl,vggface_oneobject,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07753113/n07753113_29061.JPEG,2.308941458403578e-07
6,cornet_z_sl,vggface_oneobject,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03929855/n03929855_5826.JPEG,2.3069122697707718e-07
7,cornet_z_sl,vggface_oneobject,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04596742/n04596742_43262.JPEG,2.2973884931055817e-07
8,cornet_z_sl,vggface_oneobject,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07873807/n07873807_12343.JPEG,2.294868024850888e-07
9,cornet_z_sl,vggface_oneobject,pIT,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07714990/n07714990_4140.JPEG,2.2873907464492167e-07
