,model_arch,train_type,layer,image,pred
13,cornet_z_sl,imagenet_oneface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n13054560/n13054560_13242.JPEG,5.7129122766613476e-08
15,cornet_z_sl,imagenet_oneface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n13054560/n13054560_13258.JPEG,5.7129122766613476e-08
11,cornet_z_sl,imagenet_oneface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n13054560/n13054560_13230.JPEG,5.4126629599780876e-08
12,cornet_z_sl,imagenet_oneface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n13054560/n13054560_13235.JPEG,4.7608495487378934e-08
14,cornet_z_sl,imagenet_oneface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n13054560/n13054560_13253.JPEG,4.7608495487378934e-08
27,cornet_z_sl,imagenet_oneface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n13054560/n13054560_13365.JPEG,4.702980736553667e-08
29,cornet_z_sl,imagenet_oneface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n13054560/n13054560_13383.JPEG,4.702980736553667e-08
31,cornet_z_sl,imagenet_oneface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n13054560/n13054560_13422.JPEG,4.702980736553667e-08
33,cornet_z_sl,imagenet_oneface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n13054560/n13054560_13443.JPEG,4.702980736553667e-08
35,cornet_z_sl,imagenet_oneface,V2,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n13054560/n13054560_13451.JPEG,4.702980736553667e-08
