,model_arch,train_type,layer,image,pred
0,cornet_z_sl,imagenet_oneface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000241/0208_01.jpg,1.2068901183049682e-07
1,cornet_z_sl,imagenet_oneface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03720891/n03720891_18871.JPEG,1.1629662912772478e-07
2,cornet_z_sl,imagenet_oneface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n02747177/n02747177_32753.JPEG,1.156981571556899e-07
3,cornet_z_sl,imagenet_oneface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n04127249/n04127249_3956.JPEG,1.1072780244301977e-07
4,cornet_z_sl,imagenet_oneface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07717556/n07717556_13717.JPEG,1.1068900274757529e-07
5,cornet_z_sl,imagenet_oneface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000556/0283_01.jpg,1.1062024019818106e-07
6,cornet_z_sl,imagenet_oneface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000262/0024_01.jpg,1.0975107202470402e-07
7,cornet_z_sl,imagenet_oneface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n07584110/n07584110_1988.JPEG,1.0809558387465138e-07
8,cornet_z_sl,imagenet_oneface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n000330/0014_01.jpg,1.0704746165135732e-07
9,cornet_z_sl,imagenet_oneface,V1,/lab_data/behrmannlab/image_sets/imagenet_vggface/train/n03483316/n03483316_42784.JPEG,1.0639550241775759e-07
